Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,43,69427,4330023,Santa Clara,East Side Union High,Santa Teresa High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,145",376,17.50%,460,21.40%,"2,117",369,17.40%,453,21.40%,Y
2018-2019,43,69427,4330031,Santa Clara,East Side Union High,Independence High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,872","1,141",39.70%,"1,371",47.70%,"2,807","1,106",39.40%,"1,334",47.50%,Y
2018-2019,43,69427,4330312,Santa Clara,East Side Union High,Phoenix High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,11,12,78,28,35.90%,30,38.50%,75,28,37.30%,30,40.00%,Y
2018-2019,43,69427,4330353,Santa Clara,East Side Union High,Pegasus High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,11,12,114,54,47.40%,60,52.60%,100,45,45.00%,51,51.00%,Y
2018-2019,43,69427,4330361,Santa Clara,East Side Union High,Apollo High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,11,12,151,108,71.50%,123,81.50%,140,100,71.40%,114,81.40%,Y
2018-2019,43,69427,4330668,Santa Clara,East Side Union High,Latino College Preparatory Academy,High School District,High Schools (Public),Traditional,N/A,Yes,414,Directly funded,Y,9,12,410,276,67.30%,334,81.50%,397,265,66.80%,323,81.40%,Y
2018-2019,43,69427,4330676,Santa Clara,East Side Union High,San Jose Conservation Corps Charter,High School District,High Schools (Public),Traditional,N/A,Yes,425,Directly funded,Y,12,Adult,214,156,72.90%,183,85.50%,23,19,82.60%,22,95.70%,Y
2018-2019,43,69427,4330692,Santa Clara,East Side Union High,Evergreen Valley High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,961",421,14.20%,475,16.00%,"2,944",416,14.10%,470,16.00%,Y
2018-2019,43,69427,4330726,Santa Clara,East Side Union High,Escuela Popular Accelerated Family Learning,High School District,K-12 Schools (Public),Traditional,N/A,Yes,502,Directly funded,Y,K,12,369,227,61.50%,282,76.40%,325,203,62.50%,256,78.80%,Y
2018-2019,43,69427,4332318,Santa Clara,East Side Union High,Foothill High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,11,12,274,174,63.50%,203,74.10%,197,137,69.50%,157,79.70%,Y
2018-2019,43,69427,4332995,Santa Clara,East Side Union High,Andrew P. Hill High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,867","1,018",54.50%,"1,182",63.30%,"1,834","1,004",54.70%,"1,166",63.60%,Y
2018-2019,43,69427,4333639,Santa Clara,East Side Union High,James Lick High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,053",655,62.20%,877,83.30%,"1,020",635,62.30%,849,83.20%,Y
2018-2019,43,69427,4334900,Santa Clara,East Side Union High,Mt. Pleasant High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,271",665,52.30%,811,63.80%,"1,232",643,52.20%,787,63.90%,Y
2018-2019,43,69427,4335204,Santa Clara,East Side Union High,Oak Grove High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,766",705,39.90%,833,47.20%,"1,734",687,39.60%,814,46.90%,Y
2018-2019,43,69427,4335428,Santa Clara,East Side Union High,William C. Overfelt High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,438",894,62.20%,"1,106",76.90%,"1,390",867,62.40%,"1,072",77.10%,Y
2018-2019,43,69427,4335907,Santa Clara,East Side Union High,Piedmont Hills High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,058",425,20.70%,528,25.70%,"2,040",418,20.50%,521,25.50%,Y
2018-2019,43,69427,4337903,Santa Clara,East Side Union High,Silver Creek High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,435",742,30.50%,949,39.00%,"2,402",728,30.30%,933,38.80%,Y
2018-2019,43,69435,0,Santa Clara,Evergreen Elementary,District Office,Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,8,2,0,0.00%,0,0.00%,1,0,0.00%,0,0.00%,Y
2018-2019,43,69435,102616,Santa Clara,Evergreen Elementary,Carolyn A. Clark Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,581,40,6.90%,53,9.10%,580,39,6.70%,52,9.00%,Y
2018-2019,43,69435,6047120,Santa Clara,Evergreen Elementary,Cadwallader Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,341,112,32.80%,132,38.70%,341,112,32.80%,132,38.70%,Y
2018-2019,43,69435,6047138,Santa Clara,Evergreen Elementary,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,738,61,8.30%,67,9.10%,727,60,8.30%,65,8.90%,Y
2018-2019,43,69435,6047146,Santa Clara,Evergreen Elementary,Holly Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,562,210,37.40%,252,44.80%,545,205,37.60%,247,45.30%,Y
2018-2019,43,69435,6047153,Santa Clara,Evergreen Elementary,Katherine R. Smith Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,525,323,61.50%,366,69.70%,511,316,61.80%,357,69.90%,Y
2018-2019,43,69435,6047161,Santa Clara,Evergreen Elementary,O. B. Whaley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,385,202,52.50%,236,61.30%,385,202,52.50%,236,61.30%,Y
2018-2019,43,69435,6047179,Santa Clara,Evergreen Elementary,Quimby Oak Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,980,225,23.00%,273,27.90%,980,225,23.00%,273,27.90%,Y
2018-2019,43,69435,6067193,Santa Clara,Evergreen Elementary,Cedar Grove Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,590,201,34.10%,244,41.40%,575,197,34.30%,239,41.60%,Y
2018-2019,43,69435,6071534,Santa Clara,Evergreen Elementary,Laurelwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,316,64,20.30%,70,22.20%,316,64,20.30%,70,22.20%,Y
2018-2019,43,69435,6085690,Santa Clara,Evergreen Elementary,George V. LeyVa Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,733,321,43.80%,372,50.80%,733,321,43.80%,372,50.80%,Y
2018-2019,43,69435,6095988,Santa Clara,Evergreen Elementary,John J. Montgomery Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,423,187,44.20%,216,51.10%,423,187,44.20%,216,51.10%,Y
2018-2019,43,69435,6102081,Santa Clara,Evergreen Elementary,Norwood Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,625,112,17.90%,135,21.60%,625,112,17.90%,135,21.60%,Y
2018-2019,43,69435,6105787,Santa Clara,Evergreen Elementary,Millbrook Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,618,179,29.00%,202,32.70%,618,179,29.00%,202,32.70%,Y
2018-2019,43,69435,6107593,Santa Clara,Evergreen Elementary,Dove Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,420,225,53.60%,248,59.00%,407,221,54.30%,244,60.00%,Y
2018-2019,43,69435,6110159,Santa Clara,Evergreen Elementary,Chaboya Middle,Elementary School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,094",109,10.00%,134,12.20%,"1,094",109,10.00%,134,12.20%,Y
2018-2019,43,69435,6111942,Santa Clara,Evergreen Elementary,Silver Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,607,29,4.80%,32,5.30%,607,29,4.80%,32,5.30%,Y
2018-2019,43,69435,6115851,Santa Clara,Evergreen Elementary,Tom Matsumoto Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,657,38,5.80%,46,7.00%,636,35,5.50%,43,6.80%,Y
2018-2019,43,69435,6117956,Santa Clara,Evergreen Elementary,James Franklin Smith Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,642,59,9.20%,70,10.90%,627,59,9.40%,70,11.20%,Y
2018-2019,43,69450,1,Santa Clara,Franklin-McKinley Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,4,33.30%,4,33.30%,12,4,33.30%,4,33.30%,Y
2018-2019,43,69450,108696,Santa Clara,Franklin-McKinley Elementary,Ramblewood Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,351,178,50.70%,207,59.00%,351,178,50.70%,207,59.00%,Y
2018-2019,43,69450,113662,Santa Clara,Franklin-McKinley Elementary,Voices College-Bound Language Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,846,Directly funded,Y,K,8,481,225,46.80%,332,69.00%,481,225,46.80%,332,69.00%,Y
2018-2019,43,69450,121483,Santa Clara,Franklin-McKinley Elementary,Alpha: Cornerstone Academy Preparatory,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1167,Directly funded,Y,K,8,543,312,57.50%,376,69.20%,543,312,57.50%,376,69.20%,Y
2018-2019,43,69450,123299,Santa Clara,Franklin-McKinley Elementary,Rocketship Mosaic Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1192,Directly funded,Y,K,5,579,350,60.40%,428,73.90%,579,350,60.40%,428,73.90%,Y
2018-2019,43,69450,127225,Santa Clara,Franklin-McKinley Elementary,College Connection Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,210,60,28.60%,60,28.60%,210,60,28.60%,60,28.60%,Y
2018-2019,43,69450,128108,Santa Clara,Franklin-McKinley Elementary,Rocketship Spark Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1526,Directly funded,Y,K,5,608,326,53.60%,402,66.10%,595,322,54.10%,395,66.40%,Y
2018-2019,43,69450,129205,Santa Clara,Franklin-McKinley Elementary,KIPP Heritage Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1608,Directly funded,Y,5,8,452,255,56.40%,330,73.00%,452,255,56.40%,330,73.00%,Y
2018-2019,43,69450,129247,Santa Clara,Franklin-McKinley Elementary,ACE Esperanza Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1545,Directly funded,Y,5,8,288,228,79.20%,260,90.30%,288,228,79.20%,260,90.30%,Y
2018-2019,43,69450,6047195,Santa Clara,Franklin-McKinley Elementary,Franklin Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,665,446,67.10%,513,77.10%,665,446,67.10%,513,77.10%,Y
2018-2019,43,69450,6047203,Santa Clara,Franklin-McKinley Elementary,G. W. Hellyer Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,402,260,64.70%,295,73.40%,381,250,65.60%,285,74.80%,Y
2018-2019,43,69450,6047211,Santa Clara,Franklin-McKinley Elementary,Captain Jason M. Dahl Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,549,371,67.60%,438,79.80%,533,361,67.70%,426,79.90%,Y
2018-2019,43,69450,6047229,Santa Clara,Franklin-McKinley Elementary,Bridges Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1220,Locally funded,N,7,8,345,246,71.30%,290,84.10%,345,246,71.30%,290,84.10%,Y
2018-2019,43,69450,6047237,Santa Clara,Franklin-McKinley Elementary,Los Arboles Literacy and Technology Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,353,262,74.20%,301,85.30%,334,253,75.70%,289,86.50%,Y
2018-2019,43,69450,6047245,Santa Clara,Franklin-McKinley Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,286,220,76.90%,246,86.00%,286,220,76.90%,246,86.00%,Y
2018-2019,43,69450,6047252,Santa Clara,Franklin-McKinley Elementary,Santee Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,423,356,84.20%,391,92.40%,423,356,84.20%,391,92.40%,Y
2018-2019,43,69450,6047260,Santa Clara,Franklin-McKinley Elementary,Lairon College Preparatory Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,4,8,383,299,78.10%,341,89.00%,383,299,78.10%,341,89.00%,Y
2018-2019,43,69450,6047278,Santa Clara,Franklin-McKinley Elementary,Sylvandale Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,574,373,65.00%,435,75.80%,574,373,65.00%,435,75.80%,Y
2018-2019,43,69450,6067201,Santa Clara,Franklin-McKinley Elementary,Robert F. Kennedy Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,390,260,66.70%,292,74.90%,373,249,66.80%,279,74.80%,Y
2018-2019,43,69450,6071542,Santa Clara,Franklin-McKinley Elementary,Stonegate Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,681,375,55.10%,459,67.40%,661,363,54.90%,447,67.60%,Y
2018-2019,43,69450,6105795,Santa Clara,Franklin-McKinley Elementary,Windmill Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,440,243,55.20%,274,62.30%,421,236,56.10%,267,63.40%,Y
2018-2019,43,69450,6109433,Santa Clara,Franklin-McKinley Elementary,Jeanne R. Meadows Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,501,324,64.70%,386,77.00%,481,312,64.90%,373,77.50%,Y
2018-2019,43,69450,6115943,Santa Clara,Franklin-McKinley Elementary,"Shirakawa (George, Sr.) Elementary",Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,759,454,59.80%,513,67.60%,759,454,59.80%,513,67.60%,Y
2018-2019,43,69468,1,Santa Clara,Fremont Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,5,10.20%,5,10.20%,40,5,12.50%,5,12.50%,Y
2018-2019,43,69468,4330569,Santa Clara,Fremont Union High,Community Day,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,8,4,50.00%,4,50.00%,8,4,50.00%,4,50.00%,Y
2018-2019,43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,305",196,8.50%,213,9.20%,"2,262",186,8.20%,202,8.90%,Y
2018-2019,43,69468,4332474,Santa Clara,Fremont Union High,Fremont High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,081",530,25.50%,644,30.90%,"2,035",515,25.30%,628,30.90%,Y
2018-2019,43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,425",302,12.50%,351,14.50%,"2,387",292,12.20%,340,14.20%,Y
2018-2019,43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,880",101,5.40%,103,5.50%,"1,840",98,5.30%,100,5.40%,Y
2018-2019,43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,274",95,4.20%,104,4.60%,"2,242",91,4.10%,100,4.50%,Y
2018-2019,43,69484,1,Santa Clara,Gilroy Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,4,36.40%,4,36.40%,9,4,44.40%,4,44.40%,Y
2018-2019,43,69484,100990,Santa Clara,Gilroy Unified,Solorsano Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,875,431,49.30%,502,57.40%,875,431,49.30%,502,57.40%,Y
2018-2019,43,69484,114496,Santa Clara,Gilroy Unified,Dr. TJ Owens Gilroy Early College Academy,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,305,83,27.20%,109,35.70%,302,83,27.50%,109,36.10%,Y
2018-2019,43,69484,118380,Santa Clara,Gilroy Unified,Christopher High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,629",560,34.40%,665,40.80%,"1,590",543,34.20%,647,40.70%,Y
2018-2019,43,69484,123760,Santa Clara,Gilroy Unified,Gilroy Prep (a Navigator School),Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1278,Directly funded,Y,K,8,534,199,37.30%,254,47.60%,534,199,37.30%,254,47.60%,Y
2018-2019,43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,674",871,52.00%,"1,007",60.20%,"1,617",839,51.90%,973,60.20%,Y
2018-2019,43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,201,131,65.20%,140,69.70%,183,117,63.90%,126,68.90%,Y
2018-2019,43,69484,6047286,Santa Clara,Gilroy Unified,Luigi Aprea Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,628,116,18.50%,137,21.80%,627,116,18.50%,137,21.90%,Y
2018-2019,43,69484,6047294,Santa Clara,Gilroy Unified,El Roble Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,631,318,50.40%,359,56.90%,597,311,52.10%,352,59.00%,Y
2018-2019,43,69484,6047302,Santa Clara,Gilroy Unified,Eliot Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,439,328,74.70%,381,86.80%,416,312,75.00%,362,87.00%,Y
2018-2019,43,69484,6047310,Santa Clara,Gilroy Unified,Glen View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,517,372,72.00%,426,82.40%,517,372,72.00%,426,82.40%,Y
2018-2019,43,69484,6047328,Santa Clara,Gilroy Unified,Las Animas Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,742,284,38.30%,332,44.70%,741,283,38.20%,331,44.70%,Y
2018-2019,43,69484,6047336,Santa Clara,Gilroy Unified,Rucker Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,577,294,51.00%,338,58.60%,577,294,51.00%,338,58.60%,Y
2018-2019,43,69484,6098214,Santa Clara,Gilroy Unified,South Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,898,518,57.70%,594,66.10%,898,518,57.70%,594,66.10%,Y
2018-2019,43,69484,6106991,Santa Clara,Gilroy Unified,Rod Kelley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,756,388,51.30%,462,61.10%,756,388,51.30%,462,61.10%,Y
2018-2019,43,69484,6111785,Santa Clara,Gilroy Unified,Brownell Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,782,312,39.90%,368,47.10%,782,312,39.90%,368,47.10%,Y
2018-2019,43,69484,6116461,Santa Clara,Gilroy Unified,Antonio Del Buono Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,453,281,62.00%,321,70.90%,427,269,63.00%,306,71.70%,Y
2018-2019,43,69492,6047351,Santa Clara,Lakeside Joint,Lakeside Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,71,4,5.60%,4,5.60%,71,4,5.60%,4,5.60%,Y
2018-2019,43,69500,6047369,Santa Clara,Loma Prieta Joint Union Elementary,Loma Prieta Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,265,11,4.20%,12,4.50%,265,11,4.20%,12,4.50%,Y
2018-2019,43,69500,6093058,Santa Clara,Loma Prieta Joint Union Elementary,C. T. English Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,232,16,6.90%,16,6.90%,232,16,6.90%,16,6.90%,Y
2018-2019,43,69518,1,Santa Clara,Los Altos Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,25.00%,1,25.00%,4,1,25.00%,1,25.00%,Y
2018-2019,43,69518,6047377,Santa Clara,Los Altos Elementary,Almond Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,488,48,9.80%,63,12.90%,478,47,9.80%,61,12.80%,Y
